Polynomial_Size,Padded_Size,Sparsity,Dist_To_Next_Pow2,Is_Power_2,Is_Power_4,Radix_2_Time_ms,Modified_Radix_4_Time_ms,Radix_Split_Time_ms,Best_Algorithm
2353,4096,0.777778,1743,0,0,2.589,2.188,2.481,Modified-Radix-4
2353,4096,0.888889,1743,0,0,2.548,2.175,2.479,Modified-Radix-4
2353,4096,1,1743,0,0,2.55,2.192,2.494,Modified-Radix-4
2354,4096,0,1742,0,0,2.572,2.203,2.478,Modified-Radix-4
2354,4096,0.111111,1742,0,0,2.571,2.182,2.508,Modified-Radix-4
2354,4096,0.222222,1742,0,0,2.564,2.196,2.532,Modified-Radix-4
2354,4096,0.333333,1742,0,0,2.556,2.216,2.513,Modified-Radix-4
2354,4096,0.444444,1742,0,0,2.554,2.179,2.53,Modified-Radix-4
2354,4096,0.555556,1742,0,0,2.551,2.217,2.494,Modified-Radix-4
2354,4096,0.666667,1742,0,0,2.596,2.176,2.484,Modified-Radix-4
2354,4096,0.777778,1742,0,0,2.607,2.275,2.509,Modified-Radix-4
2354,4096,0.888889,1742,0,0,2.573,2.208,2.497,Modified-Radix-4
2354,4096,1,1742,0,0,2.574,2.211,2.507,Modified-Radix-4
2355,4096,0,1741,0,0,2.567,2.221,2.49,Modified-Radix-4
2355,4096,0.111111,1741,0,0,2.538,2.224,2.488,Modified-Radix-4
2355,4096,0.222222,1741,0,0,2.56,2.212,2.525,Modified-Radix-4
2355,4096,0.333333,1741,0,0,2.561,2.205,2.476,Modified-Radix-4
2355,4096,0.444444,1741,0,0,2.584,2.176,2.511,Modified-Radix-4
2355,4096,0.555556,1741,0,0,2.573,2.196,2.483,Modified-Radix-4
2355,4096,0.666667,1741,0,0,2.574,2.214,2.487,Modified-Radix-4
2355,4096,0.777778,1741,0,0,2.577,2.211,2.481,Modified-Radix-4
2355,4096,0.888889,1741,0,0,2.585,2.184,2.488,Modified-Radix-4
2355,4096,1,1741,0,0,2.583,2.173,2.5,Modified-Radix-4
2356,4096,0,1740,0,0,2.568,2.174,2.477,Modified-Radix-4
2356,4096,0.111111,1740,0,0,2.587,2.205,2.503,Modified-Radix-4
2356,4096,0.222222,1740,0,0,2.544,2.176,2.492,Modified-Radix-4
2356,4096,0.333333,1740,0,0,2.556,2.201,2.52,Modified-Radix-4
2356,4096,0.444444,1740,0,0,2.564,2.173,2.511,Modified-Radix-4
2356,4096,0.555556,1740,0,0,2.581,2.2,2.535,Modified-Radix-4
2356,4096,0.666667,1740,0,0,2.549,2.184,2.499,Modified-Radix-4
2356,4096,0.777778,1740,0,0,2.561,2.194,2.503,Modified-Radix-4
2356,4096,0.888889,1740,0,0,2.579,2.186,2.493,Modified-Radix-4
2356,4096,1,1740,0,0,2.545,2.194,2.488,Modified-Radix-4
2357,4096,0,1739,0,0,2.55,2.213,2.481,Modified-Radix-4
2357,4096,0.111111,1739,0,0,2.562,2.173,2.49,Modified-Radix-4
2357,4096,0.222222,1739,0,0,2.561,2.211,2.509,Modified-Radix-4
2357,4096,0.333333,1739,0,0,2.579,2.19,2.484,Modified-Radix-4
2357,4096,0.444444,1739,0,0,2.54,2.19,2.497,Modified-Radix-4
2357,4096,0.555556,1739,0,0,2.57,2.173,2.545,Modified-Radix-4
2357,4096,0.666667,1739,0,0,2.568,2.173,2.512,Modified-Radix-4
2357,4096,0.777778,1739,0,0,2.585,2.195,2.486,Modified-Radix-4
2357,4096,0.888889,1739,0,0,2.566,2.171,2.52,Modified-Radix-4
2357,4096,1,1739,0,0,2.567,2.201,2.49,Modified-Radix-4
2358,4096,0,1738,0,0,2.549,2.178,2.495,Modified-Radix-4
2358,4096,0.111111,1738,0,0,2.582,2.193,2.503,Modified-Radix-4
2358,4096,0.222222,1738,0,0,2.564,2.197,2.483,Modified-Radix-4
2358,4096,0.333333,1738,0,0,2.574,2.214,2.5,Modified-Radix-4
2358,4096,0.444444,1738,0,0,2.543,2.251,2.495,Modified-Radix-4
2358,4096,0.555556,1738,0,0,2.557,2.194,2.488,Modified-Radix-4
2358,4096,0.666667,1738,0,0,2.556,2.206,2.484,Modified-Radix-4
2358,4096,0.777778,1738,0,0,2.559,2.22,2.515,Modified-Radix-4
2358,4096,0.888889,1738,0,0,2.553,2.172,2.556,Modified-Radix-4
2358,4096,1,1738,0,0,2.575,2.199,2.512,Modified-Radix-4
2359,4096,0,1737,0,0,2.603,2.181,2.493,Modified-Radix-4
2359,4096,0.111111,1737,0,0,2.555,2.171,2.481,Modified-Radix-4
2359,4096,0.222222,1737,0,0,2.569,2.189,2.487,Modified-Radix-4
2359,4096,0.333333,1737,0,0,2.57,2.177,2.481,Modified-Radix-4
2359,4096,0.444444,1737,0,0,2.57,2.191,2.48,Modified-Radix-4
2359,4096,0.555556,1737,0,0,2.566,2.177,2.502,Modified-Radix-4
2359,4096,0.666667,1737,0,0,2.563,2.234,2.516,Modified-Radix-4
2359,4096,0.777778,1737,0,0,2.609,2.202,2.489,Modified-Radix-4
2359,4096,0.888889,1737,0,0,2.547,2.183,2.508,Modified-Radix-4
2359,4096,1,1737,0,0,2.562,2.18,2.512,Modified-Radix-4
2360,4096,0,1736,0,0,2.565,2.169,2.49,Modified-Radix-4
2360,4096,0.111111,1736,0,0,2.574,2.201,2.481,Modified-Radix-4
2360,4096,0.222222,1736,0,0,2.571,2.219,2.502,Modified-Radix-4
2360,4096,0.333333,1736,0,0,2.598,2.209,2.493,Modified-Radix-4
2360,4096,0.444444,1736,0,0,2.555,2.169,2.486,Modified-Radix-4
2360,4096,0.555556,1736,0,0,2.591,2.208,2.486,Modified-Radix-4
2360,4096,0.666667,1736,0,0,2.607,2.193,2.482,Modified-Radix-4
2360,4096,0.777778,1736,0,0,2.585,2.201,2.513,Modified-Radix-4
2360,4096,0.888889,1736,0,0,2.55,2.18,2.479,Modified-Radix-4
2360,4096,1,1736,0,0,2.558,2.195,2.515,Modified-Radix-4
2361,4096,0,1735,0,0,2.627,2.169,2.477,Modified-Radix-4
2361,4096,0.111111,1735,0,0,2.546,2.206,2.507,Modified-Radix-4
2361,4096,0.222222,1735,0,0,2.573,2.169,2.503,Modified-Radix-4
2361,4096,0.333333,1735,0,0,2.607,2.174,2.492,Modified-Radix-4
2361,4096,0.444444,1735,0,0,2.587,2.183,2.49,Modified-Radix-4
2361,4096,0.555556,1735,0,0,2.555,2.172,2.479,Modified-Radix-4
2361,4096,0.666667,1735,0,0,2.573,2.222,2.491,Modified-Radix-4
2361,4096,0.777778,1735,0,0,2.566,2.178,2.508,Modified-Radix-4
2361,4096,0.888889,1735,0,0,2.555,2.203,2.495,Modified-Radix-4
2361,4096,1,1735,0,0,2.554,2.213,2.513,Modified-Radix-4
2362,4096,0,1734,0,0,2.566,2.174,2.527,Modified-Radix-4
2362,4096,0.111111,1734,0,0,2.596,2.201,2.499,Modified-Radix-4
2362,4096,0.222222,1734,0,0,2.557,2.178,2.515,Modified-Radix-4
2362,4096,0.333333,1734,0,0,2.604,2.249,2.491,Modified-Radix-4
2362,4096,0.444444,1734,0,0,2.582,2.183,2.511,Modified-Radix-4
2362,4096,0.555556,1734,0,0,2.609,2.215,2.498,Modified-Radix-4
2362,4096,0.666667,1734,0,0,2.56,2.168,2.495,Modified-Radix-4
2362,4096,0.777778,1734,0,0,2.56,2.202,2.497,Modified-Radix-4
2362,4096,0.888889,1734,0,0,2.564,2.177,2.473,Modified-Radix-4
2362,4096,1,1734,0,0,2.543,2.216,2.505,Modified-Radix-4
2363,4096,0,1733,0,0,2.587,2.197,2.48,Modified-Radix-4
2363,4096,0.111111,1733,0,0,2.55,2.201,2.511,Modified-Radix-4
2363,4096,0.222222,1733,0,0,2.574,2.207,2.497,Modified-Radix-4
2363,4096,0.333333,1733,0,0,2.585,2.181,2.488,Modified-Radix-4
2363,4096,0.444444,1733,0,0,2.571,2.178,2.505,Modified-Radix-4
2363,4096,0.555556,1733,0,0,2.571,2.176,2.525,Modified-Radix-4
2363,4096,0.666667,1733,0,0,2.711,2.178,2.49,Modified-Radix-4
2363,4096,0.777778,1733,0,0,2.547,2.181,2.5,Modified-Radix-4
2363,4096,0.888889,1733,0,0,2.57,2.218,2.504,Modified-Radix-4
2363,4096,1,1733,0,0,2.555,2.192,2.493,Modified-Radix-4
2364,4096,0,1732,0,0,2.571,2.207,2.501,Modified-Radix-4
2364,4096,0.111111,1732,0,0,2.564,2.189,2.492,Modified-Radix-4
2364,4096,0.222222,1732,0,0,2.561,2.224,2.52,Modified-Radix-4
2364,4096,0.333333,1732,0,0,2.605,2.182,2.481,Modified-Radix-4
2364,4096,0.444444,1732,0,0,2.549,2.176,2.499,Modified-Radix-4
2364,4096,0.555556,1732,0,0,2.575,2.175,2.491,Modified-Radix-4
2364,4096,0.666667,1732,0,0,2.569,2.192,2.489,Modified-Radix-4
2364,4096,0.777778,1732,0,0,2.585,2.184,2.49,Modified-Radix-4
2364,4096,0.888889,1732,0,0,2.61,2.179,2.498,Modified-Radix-4
2364,4096,1,1732,0,0,2.596,2.227,2.492,Modified-Radix-4
2365,4096,0,1731,0,0,2.592,2.198,2.495,Modified-Radix-4
2365,4096,0.111111,1731,0,0,2.568,2.209,2.51,Modified-Radix-4
2365,4096,0.222222,1731,0,0,2.589,2.216,2.502,Modified-Radix-4
2365,4096,0.333333,1731,0,0,2.562,2.216,2.551,Modified-Radix-4
2365,4096,0.444444,1731,0,0,2.561,2.175,2.481,Modified-Radix-4
2365,4096,0.555556,1731,0,0,2.544,2.178,2.512,Modified-Radix-4
2365,4096,0.666667,1731,0,0,2.571,2.186,2.526,Modified-Radix-4
2365,4096,0.777778,1731,0,0,2.549,2.199,2.484,Modified-Radix-4
2365,4096,0.888889,1731,0,0,2.625,2.234,2.484,Modified-Radix-4
2365,4096,1,1731,0,0,2.537,2.175,2.485,Modified-Radix-4
2366,4096,0,1730,0,0,2.59,2.22,2.518,Modified-Radix-4
2366,4096,0.111111,1730,0,0,2.565,2.191,2.489,Modified-Radix-4
2366,4096,0.222222,1730,0,0,2.606,2.219,2.483,Modified-Radix-4
2366,4096,0.333333,1730,0,0,2.541,2.203,2.479,Modified-Radix-4
2366,4096,0.444444,1730,0,0,2.578,2.199,2.548,Modified-Radix-4
2366,4096,0.555556,1730,0,0,2.568,2.188,2.499,Modified-Radix-4
2366,4096,0.666667,1730,0,0,2.575,2.18,2.517,Modified-Radix-4
2366,4096,0.777778,1730,0,0,2.555,2.178,2.495,Modified-Radix-4
2366,4096,0.888889,1730,0,0,2.548,2.233,2.512,Modified-Radix-4
2366,4096,1,1730,0,0,2.569,2.189,2.475,Modified-Radix-4
2367,4096,0,1729,0,0,2.567,2.184,2.503,Modified-Radix-4
2367,4096,0.111111,1729,0,0,2.605,2.187,2.472,Modified-Radix-4
2367,4096,0.222222,1729,0,0,2.543,2.182,2.499,Modified-Radix-4
2367,4096,0.333333,1729,0,0,2.558,2.22,2.503,Modified-Radix-4
2367,4096,0.444444,1729,0,0,2.578,2.186,2.497,Modified-Radix-4
2367,4096,0.555556,1729,0,0,2.582,2.194,2.517,Modified-Radix-4
2367,4096,0.666667,1729,0,0,2.546,2.179,2.508,Modified-Radix-4
2367,4096,0.777778,1729,0,0,2.543,2.215,2.517,Modified-Radix-4
2367,4096,0.888889,1729,0,0,2.67,2.233,2.482,Modified-Radix-4
2367,4096,1,1729,0,0,2.551,2.176,2.487,Modified-Radix-4
2368,4096,0,1728,0,0,2.572,2.176,2.518,Modified-Radix-4
2368,4096,0.111111,1728,0,0,2.553,2.171,2.477,Modified-Radix-4
2368,4096,0.222222,1728,0,0,2.576,2.18,2.483,Modified-Radix-4
2368,4096,0.333333,1728,0,0,2.582,2.186,2.475,Modified-Radix-4
2368,4096,0.444444,1728,0,0,2.576,2.211,2.485,Modified-Radix-4
2368,4096,0.555556,1728,0,0,2.594,2.174,2.552,Modified-Radix-4
2368,4096,0.666667,1728,0,0,2.572,2.2,2.485,Modified-Radix-4
2368,4096,0.777778,1728,0,0,2.586,2.178,2.493,Modified-Radix-4
2368,4096,0.888889,1728,0,0,2.566,2.209,2.533,Modified-Radix-4
2368,4096,1,1728,0,0,2.579,2.169,2.468,Modified-Radix-4
2369,4096,0,1727,0,0,2.561,2.174,2.491,Modified-Radix-4
2369,4096,0.111111,1727,0,0,2.6,2.184,2.481,Modified-Radix-4
2369,4096,0.222222,1727,0,0,2.572,2.206,2.489,Modified-Radix-4
2369,4096,0.333333,1727,0,0,2.603,2.181,2.497,Modified-Radix-4
2369,4096,0.444444,1727,0,0,2.553,2.178,2.473,Modified-Radix-4
2369,4096,0.555556,1727,0,0,2.561,2.205,2.507,Modified-Radix-4
2369,4096,0.666667,1727,0,0,2.561,2.188,2.476,Modified-Radix-4
2369,4096,0.777778,1727,0,0,2.59,2.22,2.49,Modified-Radix-4
2369,4096,0.888889,1727,0,0,2.603,2.212,2.487,Modified-Radix-4
2369,4096,1,1727,0,0,2.539,2.176,2.527,Modified-Radix-4
2370,4096,0,1726,0,0,2.637,2.193,2.483,Modified-Radix-4
2370,4096,0.111111,1726,0,0,2.579,2.223,2.52,Modified-Radix-4
2370,4096,0.222222,1726,0,0,2.564,2.182,2.497,Modified-Radix-4
2370,4096,0.333333,1726,0,0,2.565,2.184,2.489,Modified-Radix-4
2370,4096,0.444444,1726,0,0,2.61,2.2,2.48,Modified-Radix-4
2370,4096,0.555556,1726,0,0,2.577,2.188,2.49,Modified-Radix-4
2370,4096,0.666667,1726,0,0,2.576,2.188,2.503,Modified-Radix-4
2370,4096,0.777778,1726,0,0,2.558,2.188,2.502,Modified-Radix-4
2370,4096,0.888889,1726,0,0,2.579,2.202,2.512,Modified-Radix-4
2370,4096,1,1726,0,0,2.568,2.178,2.474,Modified-Radix-4
2371,4096,0,1725,0,0,2.547,2.175,2.513,Modified-Radix-4
2371,4096,0.111111,1725,0,0,2.57,2.231,2.493,Modified-Radix-4
2371,4096,0.222222,1725,0,0,2.564,2.175,2.498,Modified-Radix-4
2371,4096,0.333333,1725,0,0,2.591,2.203,2.492,Modified-Radix-4
2371,4096,0.444444,1725,0,0,2.565,2.176,2.508,Modified-Radix-4
2371,4096,0.555556,1725,0,0,2.597,2.177,2.483,Modified-Radix-4
2371,4096,0.666667,1725,0,0,2.572,2.186,2.5,Modified-Radix-4
2371,4096,0.777778,1725,0,0,2.571,2.186,2.501,Modified-Radix-4
2371,4096,0.888889,1725,0,0,2.568,2.19,2.475,Modified-Radix-4
2371,4096,1,1725,0,0,2.538,2.201,2.491,Modified-Radix-4
2372,4096,0,1724,0,0,2.554,2.208,2.494,Modified-Radix-4
2372,4096,0.111111,1724,0,0,2.559,2.199,2.534,Modified-Radix-4
2372,4096,0.222222,1724,0,0,2.588,2.211,2.476,Modified-Radix-4
2372,4096,0.333333,1724,0,0,2.549,2.173,2.503,Modified-Radix-4
2372,4096,0.444444,1724,0,0,2.562,2.201,2.478,Modified-Radix-4
2372,4096,0.555556,1724,0,0,2.568,2.179,2.479,Modified-Radix-4
2372,4096,0.666667,1724,0,0,2.588,2.18,2.48,Modified-Radix-4
2372,4096,0.777778,1724,0,0,2.566,2.193,2.489,Modified-Radix-4
2372,4096,0.888889,1724,0,0,2.571,2.195,2.496,Modified-Radix-4
2372,4096,1,1724,0,0,2.575,2.173,2.489,Modified-Radix-4
2373,4096,0,1723,0,0,2.541,2.232,2.597,Modified-Radix-4
2373,4096,0.111111,1723,0,0,2.556,2.2,2.511,Modified-Radix-4
2373,4096,0.222222,1723,0,0,2.539,2.205,2.523,Modified-Radix-4
2373,4096,0.333333,1723,0,0,2.55,2.199,2.5,Modified-Radix-4
2373,4096,0.444444,1723,0,0,2.555,2.213,2.536,Modified-Radix-4
2373,4096,0.555556,1723,0,0,2.582,2.182,2.502,Modified-Radix-4
2373,4096,0.666667,1723,0,0,2.542,2.184,2.485,Modified-Radix-4
2373,4096,0.777778,1723,0,0,2.612,2.181,2.486,Modified-Radix-4
2373,4096,0.888889,1723,0,0,2.542,2.177,2.479,Modified-Radix-4
2373,4096,1,1723,0,0,2.571,2.203,2.486,Modified-Radix-4
2374,4096,0,1722,0,0,2.566,2.172,2.492,Modified-Radix-4
2374,4096,0.111111,1722,0,0,2.559,2.209,2.536,Modified-Radix-4
2374,4096,0.222222,1722,0,0,2.599,2.207,2.49,Modified-Radix-4
2374,4096,0.333333,1722,0,0,2.566,2.195,2.505,Modified-Radix-4
2374,4096,0.444444,1722,0,0,2.571,2.169,2.48,Modified-Radix-4
2374,4096,0.555556,1722,0,0,2.556,2.18,2.502,Modified-Radix-4
2374,4096,0.666667,1722,0,0,2.561,2.17,2.483,Modified-Radix-4
2374,4096,0.777778,1722,0,0,2.56,2.206,2.504,Modified-Radix-4
2374,4096,0.888889,1722,0,0,2.588,2.183,2.501,Modified-Radix-4
2374,4096,1,1722,0,0,2.548,2.176,2.508,Modified-Radix-4
2375,4096,0,1721,0,0,2.58,2.206,2.496,Modified-Radix-4
2375,4096,0.111111,1721,0,0,2.558,2.199,2.486,Modified-Radix-4
2375,4096,0.222222,1721,0,0,2.551,2.214,2.503,Modified-Radix-4
2375,4096,0.333333,1721,0,0,2.612,2.189,2.499,Modified-Radix-4
2375,4096,0.444444,1721,0,0,2.55,2.183,2.52,Modified-Radix-4
2375,4096,0.555556,1721,0,0,2.571,2.186,2.488,Modified-Radix-4
2375,4096,0.666667,1721,0,0,2.547,2.171,2.494,Modified-Radix-4
2375,4096,0.777778,1721,0,0,2.553,2.172,2.488,Modified-Radix-4
2375,4096,0.888889,1721,0,0,2.564,2.183,2.514,Modified-Radix-4
2375,4096,1,1721,0,0,2.579,2.175,2.482,Modified-Radix-4
2376,4096,0,1720,0,0,2.604,2.226,2.494,Modified-Radix-4
2376,4096,0.111111,1720,0,0,2.582,2.212,2.527,Modified-Radix-4
2376,4096,0.222222,1720,0,0,2.572,2.183,2.506,Modified-Radix-4
2376,4096,0.333333,1720,0,0,2.593,2.227,2.494,Modified-Radix-4
2376,4096,0.444444,1720,0,0,2.563,2.188,2.484,Modified-Radix-4
2376,4096,0.555556,1720,0,0,2.551,2.178,2.502,Modified-Radix-4
2376,4096,0.666667,1720,0,0,2.552,2.222,2.596,Modified-Radix-4
2376,4096,0.777778,1720,0,0,2.544,2.17,2.515,Modified-Radix-4
2376,4096,0.888889,1720,0,0,2.585,2.169,2.498,Modified-Radix-4
2376,4096,1,1720,0,0,2.553,2.207,2.488,Modified-Radix-4
2377,4096,0,1719,0,0,2.585,2.173,2.488,Modified-Radix-4
2377,4096,0.111111,1719,0,0,2.571,2.177,2.474,Modified-Radix-4
2377,4096,0.222222,1719,0,0,2.581,2.232,2.493,Modified-Radix-4
2377,4096,0.333333,1719,0,0,2.556,2.173,2.477,Modified-Radix-4
2377,4096,0.444444,1719,0,0,2.555,2.196,2.493,Modified-Radix-4
2377,4096,0.555556,1719,0,0,2.578,2.223,2.481,Modified-Radix-4
2377,4096,0.666667,1719,0,0,2.565,2.178,2.505,Modified-Radix-4
2377,4096,0.777778,1719,0,0,2.557,2.169,2.512,Modified-Radix-4
2377,4096,0.888889,1719,0,0,2.541,2.17,2.491,Modified-Radix-4
2377,4096,1,1719,0,0,2.583,2.17,2.482,Modified-Radix-4
2378,4096,0,1718,0,0,2.554,2.172,2.535,Modified-Radix-4
2378,4096,0.111111,1718,0,0,2.607,2.176,2.488,Modified-Radix-4
2378,4096,0.222222,1718,0,0,2.554,2.183,2.509,Modified-Radix-4
2378,4096,0.333333,1718,0,0,2.569,2.2,2.481,Modified-Radix-4
2378,4096,0.444444,1718,0,0,2.569,2.186,2.474,Modified-Radix-4
2378,4096,0.555556,1718,0,0,2.55,2.193,2.501,Modified-Radix-4
2378,4096,0.666667,1718,0,0,2.565,2.195,2.477,Modified-Radix-4
2378,4096,0.777778,1718,0,0,2.631,2.189,2.521,Modified-Radix-4
2378,4096,0.888889,1718,0,0,2.569,2.182,2.49,Modified-Radix-4
2378,4096,1,1718,0,0,2.565,2.185,2.499,Modified-Radix-4
2379,4096,0,1717,0,0,2.592,2.201,2.483,Modified-Radix-4
2379,4096,0.111111,1717,0,0,2.579,2.173,2.483,Modified-Radix-4
2379,4096,0.222222,1717,0,0,2.582,2.18,2.488,Modified-Radix-4
2379,4096,0.333333,1717,0,0,2.565,2.174,2.493,Modified-Radix-4
2379,4096,0.444444,1717,0,0,2.603,2.213,2.491,Modified-Radix-4
2379,4096,0.555556,1717,0,0,2.541,2.175,2.506,Modified-Radix-4
2379,4096,0.666667,1717,0,0,2.546,2.186,2.521,Modified-Radix-4
2379,4096,0.777778,1717,0,0,2.554,2.17,2.482,Modified-Radix-4
2379,4096,0.888889,1717,0,0,2.554,2.184,2.499,Modified-Radix-4
2379,4096,1,1717,0,0,2.573,2.184,2.482,Modified-Radix-4
2380,4096,0,1716,0,0,2.561,2.185,2.499,Modified-Radix-4
2380,4096,0.111111,1716,0,0,2.586,2.195,2.489,Modified-Radix-4
2380,4096,0.222222,1716,0,0,2.584,2.177,2.498,Modified-Radix-4
2380,4096,0.333333,1716,0,0,2.585,2.188,2.48,Modified-Radix-4
2380,4096,0.444444,1716,0,0,2.552,2.173,2.544,Modified-Radix-4
2380,4096,0.555556,1716,0,0,2.582,2.195,2.482,Modified-Radix-4
2380,4096,0.666667,1716,0,0,2.54,2.182,2.475,Modified-Radix-4
2380,4096,0.777778,1716,0,0,2.543,2.222,2.514,Modified-Radix-4
2380,4096,0.888889,1716,0,0,2.574,2.186,2.484,Modified-Radix-4
2380,4096,1,1716,0,0,2.536,2.205,2.519,Modified-Radix-4
2381,4096,0,1715,0,0,2.589,2.207,2.499,Modified-Radix-4
2381,4096,0.111111,1715,0,0,2.553,2.192,2.49,Modified-Radix-4
2381,4096,0.222222,1715,0,0,2.594,2.213,2.487,Modified-Radix-4
2381,4096,0.333333,1715,0,0,2.544,2.171,2.531,Modified-Radix-4
2381,4096,0.444444,1715,0,0,2.607,2.191,2.492,Modified-Radix-4
2381,4096,0.555556,1715,0,0,2.559,2.174,2.521,Modified-Radix-4
2381,4096,0.666667,1715,0,0,2.563,2.209,2.493,Modified-Radix-4
2381,4096,0.777778,1715,0,0,2.558,2.214,2.515,Modified-Radix-4
2381,4096,0.888889,1715,0,0,2.563,2.19,2.488,Modified-Radix-4
2381,4096,1,1715,0,0,2.541,2.171,2.493,Modified-Radix-4
2382,4096,0,1714,0,0,2.573,2.179,2.514,Modified-Radix-4
2382,4096,0.111111,1714,0,0,2.566,2.187,2.497,Modified-Radix-4
2382,4096,0.222222,1714,0,0,2.568,2.222,2.519,Modified-Radix-4
2382,4096,0.333333,1714,0,0,2.576,2.182,2.476,Modified-Radix-4
2382,4096,0.444444,1714,0,0,2.563,2.183,2.515,Modified-Radix-4
2382,4096,0.555556,1714,0,0,2.578,2.171,2.481,Modified-Radix-4
2382,4096,0.666667,1714,0,0,2.556,2.178,2.525,Modified-Radix-4
2382,4096,0.777778,1714,0,0,2.613,2.188,2.494,Modified-Radix-4
2382,4096,0.888889,1714,0,0,2.546,2.175,2.478,Modified-Radix-4
2382,4096,1,1714,0,0,2.561,2.204,2.491,Modified-Radix-4
2383,4096,0,1713,0,0,2.583,2.185,2.48,Modified-Radix-4
2383,4096,0.111111,1713,0,0,2.576,2.185,2.521,Modified-Radix-4
2383,4096,0.222222,1713,0,0,2.583,2.17,2.516,Modified-Radix-4
2383,4096,0.333333,1713,0,0,2.591,2.18,2.538,Modified-Radix-4
2383,4096,0.444444,1713,0,0,2.597,2.189,2.504,Modified-Radix-4
2383,4096,0.555556,1713,0,0,2.574,2.174,2.5,Modified-Radix-4
2383,4096,0.666667,1713,0,0,2.594,2.19,2.493,Modified-Radix-4
2383,4096,0.777778,1713,0,0,2.587,2.171,2.478,Modified-Radix-4
2383,4096,0.888889,1713,0,0,2.594,2.204,2.478,Modified-Radix-4
2383,4096,1,1713,0,0,2.558,2.224,2.49,Modified-Radix-4
2384,4096,0,1712,0,0,2.573,2.204,2.51,Modified-Radix-4
2384,4096,0.111111,1712,0,0,2.548,2.174,2.48,Modified-Radix-4
2384,4096,0.222222,1712,0,0,2.579,2.203,2.51,Modified-Radix-4
2384,4096,0.333333,1712,0,0,2.548,2.176,2.504,Modified-Radix-4
2384,4096,0.444444,1712,0,0,2.562,2.183,2.51,Modified-Radix-4
2384,4096,0.555556,1712,0,0,2.57,2.185,2.513,Modified-Radix-4
2384,4096,0.666667,1712,0,0,2.572,2.206,2.497,Modified-Radix-4
2384,4096,0.777778,1712,0,0,2.582,2.22,2.481,Modified-Radix-4
2384,4096,0.888889,1712,0,0,2.569,2.168,2.479,Modified-Radix-4
2384,4096,1,1712,0,0,2.565,2.205,2.481,Modified-Radix-4
2385,4096,0,1711,0,0,2.551,2.195,2.512,Modified-Radix-4
2385,4096,0.111111,1711,0,0,2.561,2.199,2.512,Modified-Radix-4
2385,4096,0.222222,1711,0,0,2.576,2.178,2.475,Modified-Radix-4
2385,4096,0.333333,1711,0,0,2.574,2.182,2.511,Modified-Radix-4
2385,4096,0.444444,1711,0,0,2.559,2.179,2.483,Modified-Radix-4
2385,4096,0.555556,1711,0,0,2.553,2.2,2.507,Modified-Radix-4
2385,4096,0.666667,1711,0,0,2.643,2.175,2.488,Modified-Radix-4
2385,4096,0.777778,1711,0,0,2.561,2.17,2.499,Modified-Radix-4
2385,4096,0.888889,1711,0,0,2.584,2.19,2.503,Modified-Radix-4
2385,4096,1,1711,0,0,2.563,2.232,2.5,Modified-Radix-4
2386,4096,0,1710,0,0,2.615,2.28,2.531,Modified-Radix-4
2386,4096,0.111111,1710,0,0,2.586,2.261,2.504,Modified-Radix-4
2386,4096,0.222222,1710,0,0,2.581,2.207,2.507,Modified-Radix-4
2386,4096,0.333333,1710,0,0,2.588,2.179,2.504,Modified-Radix-4
2386,4096,0.444444,1710,0,0,2.601,2.186,2.55,Modified-Radix-4
2386,4096,0.555556,1710,0,0,2.576,2.187,2.488,Modified-Radix-4
2386,4096,0.666667,1710,0,0,2.534,2.172,2.497,Modified-Radix-4
2386,4096,0.777778,1710,0,0,2.571,2.189,2.485,Modified-Radix-4
2386,4096,0.888889,1710,0,0,2.583,2.21,2.496,Modified-Radix-4
2386,4096,1,1710,0,0,2.599,2.178,2.491,Modified-Radix-4
2387,4096,0,1709,0,0,2.591,2.206,2.474,Modified-Radix-4
2387,4096,0.111111,1709,0,0,2.573,2.185,2.489,Modified-Radix-4
2387,4096,0.222222,1709,0,0,2.56,2.171,2.48,Modified-Radix-4
2387,4096,0.333333,1709,0,0,2.586,2.192,2.491,Modified-Radix-4
2387,4096,0.444444,1709,0,0,2.557,2.188,2.479,Modified-Radix-4
2387,4096,0.555556,1709,0,0,2.58,2.206,2.51,Modified-Radix-4
2387,4096,0.666667,1709,0,0,2.564,2.203,2.5,Modified-Radix-4
2387,4096,0.777778,1709,0,0,2.562,2.179,2.514,Modified-Radix-4
2387,4096,0.888889,1709,0,0,2.551,2.169,2.498,Modified-Radix-4
2387,4096,1,1709,0,0,2.555,2.173,2.495,Modified-Radix-4
2388,4096,0,1708,0,0,2.571,2.176,2.481,Modified-Radix-4
2388,4096,0.111111,1708,0,0,2.561,2.177,2.479,Modified-Radix-4
2388,4096,0.222222,1708,0,0,2.576,2.195,2.493,Modified-Radix-4
2388,4096,0.333333,1708,0,0,2.558,2.181,2.477,Modified-Radix-4
2388,4096,0.444444,1708,0,0,2.578,2.193,2.49,Modified-Radix-4
2388,4096,0.555556,1708,0,0,2.559,2.209,2.497,Modified-Radix-4
2388,4096,0.666667,1708,0,0,2.549,2.192,2.503,Modified-Radix-4
2388,4096,0.777778,1708,0,0,2.552,2.193,2.491,Modified-Radix-4
2388,4096,0.888889,1708,0,0,2.54,2.178,2.516,Modified-Radix-4
