Polynomial_Size,Sparsity,Dist_To_Next_Pow2,Is_Power_2,Is_Power_4,Best_Algorithm,Actual_Best_Algorithm
48,0.1882244538,16,0,0,Radix-Split,Radix-Split
3661,0.222222,435,0,0,Radix-Split,Modified-Radix-4
171,0.8352580577,85,0,0,Radix-Split,Modified-Radix-4
2744,0.777778,1352,0,0,Radix-Split,Modified-Radix-4
1476,1,572,0,0,Radix-Split,Modified-Radix-4
2,0.333333,0,1,0,Radix-Split,Radix-2
45,0.444444,19,0,0,Radix-Split,Radix-Split
2005,0.666667,43,0,0,Radix-Split,Modified-Radix-4
1478,0,570,0,0,Radix-Split,Modified-Radix-4
172,0.444444,84,0,0,Radix-Split,Radix-Split
162,0.222222,94,0,0,Radix-Split,Radix-Split
50,0.333333,14,0,0,Radix-Split,Radix-Split
797,0.444444,227,0,0,Radix-Split,Radix-Split
794,0.9765610297,230,0,0,Radix-Split,Modified-Radix-4
998,0.888889,26,0,0,Radix-Split,Modified-Radix-4
34,0.4239285264,30,0,0,Radix-Split,Radix-Split
3269,1,827,0,0,Radix-Split,Modified-Radix-4
3947,1,149,0,0,Radix-Split,Modified-Radix-4
859,0.1452534577,165,0,0,Radix-Split,Radix-Split
64,0.222222,0,1,1,Radix-Split,Radix-Split
2744,0,1352,0,0,Radix-Split,Modified-Radix-4
131,0,125,0,0,Radix-Split,Radix-Split
562,0.777778,462,0,0,Radix-Split,Radix-Split
166,0.222222,90,0,0,Radix-Split,Modified-Radix-4
430,0.444444,82,0,0,Radix-Split,Modified-Radix-4
3269,0.222222,827,0,0,Radix-Split,Modified-Radix-4
4323,0.2459409025,3869,0,0,Radix-Split,Modified-Radix-4
3947,0.888889,149,0,0,Radix-Split,Modified-Radix-4
634,0.666667,390,0,0,Radix-Split,Modified-Radix-4
174,0.444444,82,0,0,Radix-Split,Radix-Split
1697,0.222222,351,0,0,Radix-Split,Modified-Radix-4
1472,1,576,0,0,Radix-Split,Modified-Radix-4
171,1,85,0,0,Radix-Split,Modified-Radix-4
763,0.7017857371,261,0,0,Radix-Split,Modified-Radix-4
200,0.222222,56,0,0,Radix-Split,Modified-Radix-4
42,1,22,0,0,Radix-Split,Radix-Split
3936,0.888889,160,0,0,Radix-Split,Modified-Radix-4
3268,0.03583005763,828,0,0,Radix-Split,Modified-Radix-4
64,0.1598277902,0,1,1,Radix-Split,Radix-Split
788,0.666667,236,0,0,Radix-Split,Radix-Split
131,0.444444,125,0,0,Radix-Split,Radix-Split
803,0.777778,221,0,0,Radix-Split,Radix-Split
51,0.3860474272,13,0,0,Radix-Split,Radix-Split
673,0.666667,351,0,0,Radix-Split,Modified-Radix-4
174,0.333333,82,0,0,Radix-Split,Radix-Split
1978,0,70,0,0,Radix-Split,Modified-Radix-4
217,0.2867935612,39,0,0,Radix-Split,Radix-Split
172,0.3540116444,84,0,0,Radix-Split,Radix-Split
606,0.9531502612,418,0,0,Radix-Split,Modified-Radix-4
1459,0.2022440033,589,0,0,Radix-Split,Modified-Radix-4
3511,0.222222,585,0,0,Radix-Split,Modified-Radix-4
2,0.444444,0,1,0,Radix-Split,Radix-2
2744,0.333333,1352,0,0,Radix-Split,Modified-Radix-4
2310,0.4693516025,1786,0,0,Radix-Split,Modified-Radix-4
166,0.1754653303,90,0,0,Radix-Split,Radix-Split
692,0.4265918834,332,0,0,Radix-Split,Radix-Split
2463,0.9224042625,1633,0,0,Radix-Split,Modified-Radix-4
2281,0.222222,1815,0,0,Radix-Split,Modified-Radix-4
169,1,87,0,0,Radix-Split,Radix-Split
45,0.444444,19,0,0,Radix-Split,Radix-Split
14,0.777778,2,0,0,Radix-Split,Radix-Split
2965,0.6885927274,1131,0,0,Radix-Split,Modified-Radix-4
386,0.4733686658,126,0,0,Radix-Split,Modified-Radix-4
64,0.222222,0,1,1,Radix-Split,Radix-Split
3948,0.240236892,148,0,0,Radix-Split,Modified-Radix-4
3661,0.1554466824,435,0,0,Radix-Split,Modified-Radix-4
1200,0.888889,848,0,0,Radix-Split,Modified-Radix-4
1829,0.777778,219,0,0,Radix-Split,Modified-Radix-4
62,0.888889,2,0,0,Radix-Split,Radix-Split
62,0.666667,2,0,0,Radix-Split,Radix-Split
1476,0.111111,572,0,0,Radix-Split,Modified-Radix-4
1677,0.111111,371,0,0,Radix-Split,Modified-Radix-4
3269,0.777778,827,0,0,Radix-Split,Modified-Radix-4
417,0.444444,95,0,0,Radix-Split,Modified-Radix-4
955,0,69,0,0,Radix-Split,Modified-Radix-4
48,0.444444,16,0,0,Radix-Split,Radix-Split
691,0.1124744454,333,0,0,Radix-Split,Modified-Radix-4
64,0.222222,0,1,1,Radix-Split,Radix-Split
166,0.1438303238,90,0,0,Radix-Split,Modified-Radix-4
292,0.8117169563,220,0,0,Radix-Split,Modified-Radix-4
3947,0,149,0,0,Radix-Split,Modified-Radix-4
1629,0.6030646611,419,0,0,Radix-Split,Modified-Radix-4
2744,1,1352,0,0,Radix-Split,Modified-Radix-4
3269,0.708026887,827,0,0,Radix-Split,Modified-Radix-4
2,0.861597374,0,1,0,Radix-Split,Radix-2
142,0.222222,114,0,0,Radix-Split,Modified-Radix-4
1010,1,14,0,0,Radix-Split,Modified-Radix-4
3268,1,828,0,0,Radix-Split,Modified-Radix-4
34,0.333333,30,0,0,Radix-Split,Radix-Split
1459,1,589,0,0,Radix-Split,Modified-Radix-4
772,0.5684801498,252,0,0,Radix-Split,Modified-Radix-4
54,0.07561612664,10,0,0,Radix-Split,Radix-Split
1677,0.888889,371,0,0,Radix-Split,Modified-Radix-4
291,0.444444,221,0,0,Radix-Split,Modified-Radix-4
797,0.7629318897,227,0,0,Radix-Split,Modified-Radix-4
188,0.333333,68,0,0,Radix-Split,Radix-Split
2328,1,1768,0,0,Radix-Split,Modified-Radix-4
2005,0.222222,43,0,0,Radix-Split,Modified-Radix-4
3266,0.888889,830,0,0,Radix-Split,Modified-Radix-4
14,0.8961169961,2,0,0,Radix-Split,Radix-Split
3936,0.444444,160,0,0,Radix-Split,Modified-Radix-4
2396,0.5543552242,1700,0,0,Radix-Split,Modified-Radix-4
3768,0.222222,328,0,0,Radix-Split,Modified-Radix-4
121,1,7,0,0,Radix-Split,Modified-Radix-4
922,0.333333,102,0,0,Radix-Split,Modified-Radix-4
51,0.333333,13,0,0,Radix-Split,Radix-Split
43,0.555556,21,0,0,Radix-Split,Radix-Split
2,0.444444,0,1,0,Radix-Split,Radix-2
172,0.444444,84,0,0,Radix-Split,Radix-Split
3947,0,149,0,0,Radix-Split,Modified-Radix-4
519,0,505,0,0,Radix-Split,Modified-Radix-4
797,0.9544771201,227,0,0,Radix-Split,Modified-Radix-4
345,0.666667,167,0,0,Radix-Split,Modified-Radix-4
691,0.111111,333,0,0,Radix-Split,Radix-Split
3140,0.6403207252,956,0,0,Radix-Split,Modified-Radix-4
3661,0.222222,435,0,0,Radix-Split,Modified-Radix-4
43,0.666667,21,0,0,Radix-Split,Radix-Split
600,0.777778,424,0,0,Radix-Split,Radix-Split
200,0.444444,56,0,0,Radix-Split,Radix-Split
3948,0.777778,148,0,0,Radix-Split,Modified-Radix-4
742,0.777778,282,0,0,Radix-Split,Radix-Split
3940,0.222222,156,0,0,Radix-Split,Modified-Radix-4
62,0.9832606094,2,0,0,Radix-Split,Radix-Split
54,0,10,0,0,Radix-Split,Radix-Split
2,0.333333,0,1,0,Radix-Split,Radix-2
2005,0.3218943006,43,0,0,Radix-Split,Modified-Radix-4
2777,0.222222,1319,0,0,Radix-Split,Modified-Radix-4
772,0.777778,252,0,0,Radix-Split,Modified-Radix-4
3936,1,160,0,0,Radix-Split,Modified-Radix-4
3568,0.333333,528,0,0,Radix-Split,Modified-Radix-4
217,0.3526969605,39,0,0,Radix-Split,Radix-Split
1038,0.777778,1010,0,0,Radix-Split,Modified-Radix-4
166,0.777778,90,0,0,Radix-Split,Modified-Radix-4
62,0.333333,2,0,0,Radix-Split,Radix-Split
3268,1,828,0,0,Radix-Split,Modified-Radix-4
2,0.666667,0,1,0,Radix-Split,Radix-2
3948,0.3079115107,148,0,0,Radix-Split,Modified-Radix-4
797,0.666667,227,0,0,Radix-Split,Modified-Radix-4
787,0.444444,237,0,0,Radix-Split,Modified-Radix-4
1677,0.111111,371,0,0,Radix-Split,Modified-Radix-4
1457,0.1972774309,591,0,0,Radix-Split,Modified-Radix-4
1179,0.222222,869,0,0,Radix-Split,Modified-Radix-4
783,0.777778,241,0,0,Radix-Split,Modified-Radix-4
3661,0.222222,435,0,0,Radix-Split,Modified-Radix-4
4496,0.222222,3696,0,0,Radix-Split,Modified-Radix-4
2744,0.444444,1352,0,0,Radix-Split,Modified-Radix-4
2566,0.8894658267,1530,0,0,Radix-Split,Modified-Radix-4
42,0.3025778322,22,0,0,Radix-Split,Radix-Split
1457,0.2997806859,591,0,0,Radix-Split,Modified-Radix-4
200,0.5628899624,56,0,0,Radix-Split,Radix-Split
2,0.4106185992,0,1,0,Radix-Split,Radix-2
2982,1,1114,0,0,Radix-Split,Modified-Radix-4
2,0.444444,0,1,0,Radix-Split,Radix-2
794,0.9176220499,230,0,0,Radix-Split,Modified-Radix-4
1476,0.7075861249,572,0,0,Radix-Split,Modified-Radix-4
2005,0.222222,43,0,0,Radix-Split,Modified-Radix-4
2744,0.555556,1352,0,0,Radix-Split,Modified-Radix-4
451,0.777778,61,0,0,Radix-Split,Modified-Radix-4
171,0.222222,85,0,0,Radix-Split,Radix-Split
1457,1,591,0,0,Radix-Split,Modified-Radix-4
3948,0.2700422366,148,0,0,Radix-Split,Modified-Radix-4
4191,0.333333,4001,0,0,Radix-Split,Modified-Radix-4
3661,0.2528957992,435,0,0,Radix-Split,Modified-Radix-4
2,0.444444,0,1,0,Radix-Split,Radix-2
377,0.444444,135,0,0,Radix-Split,Modified-Radix-4
148,0.222222,108,0,0,Radix-Split,Radix-Split
2,0.777778,0,1,0,Radix-Split,Radix-2
149,0.04363360121,107,0,0,Radix-Split,Radix-Split
62,0.9336649479,2,0,0,Radix-Split,Radix-Split
1478,0,570,0,0,Radix-Split,Modified-Radix-4
51,0.4252632556,13,0,0,Radix-Split,Radix-Split
692,0.444444,332,0,0,Radix-Split,Modified-Radix-4
772,0.666667,252,0,0,Radix-Split,Modified-Radix-4
54,0.444444,10,0,0,Radix-Split,Radix-Split
1476,0.777778,572,0,0,Radix-Split,Modified-Radix-4
2777,0.003890540948,1319,0,0,Radix-Split,Modified-Radix-4
169,1,87,0,0,Radix-Split,Radix-Split
266,0,246,0,0,Radix-Split,Modified-Radix-4
3269,0.222222,827,0,0,Radix-Split,Modified-Radix-4
34,1,30,0,0,Radix-Split,Radix-Split
772,0.777778,252,0,0,Radix-Split,Modified-Radix-4
64,0.444444,0,1,1,Radix-Split,Radix-Split
406,0.777778,106,0,0,Radix-Split,Modified-Radix-4
783,0.777778,241,0,0,Radix-Split,Modified-Radix-4
817,0.888889,207,0,0,Radix-Split,Radix-Split
549,0.3868179056,475,0,0,Radix-Split,Radix-Split
692,0.4587715264,332,0,0,Radix-Split,Modified-Radix-4
64,0.444444,0,1,1,Radix-Split,Radix-Split
50,0.444444,14,0,0,Radix-Split,Radix-Split
2744,0.4730729899,1352,0,0,Radix-Split,Modified-Radix-4
1476,0,572,0,0,Radix-Split,Modified-Radix-4
543,0.1743353874,481,0,0,Radix-Split,Modified-Radix-4
444,0.666667,68,0,0,Radix-Split,Modified-Radix-4
4496,0.111111,3696,0,0,Radix-Split,Modified-Radix-4
902,0.444444,122,0,0,Radix-Split,Modified-Radix-4
1816,0.111111,232,0,0,Radix-Split,Modified-Radix-4
166,0.222222,90,0,0,Radix-Split,Radix-Split
4338,0,3854,0,0,Radix-Split,Modified-Radix-4
3266,0.666667,830,0,0,Radix-Split,Modified-Radix-4
568,0.7254803627,456,0,0,Radix-Split,Modified-Radix-4
907,0.888889,117,0,0,Radix-Split,Modified-Radix-4
64,0,0,1,1,Radix-Split,Radix-Split
45,0.4541632754,19,0,0,Radix-Split,Radix-Split
788,0.888889,236,0,0,Radix-Split,Radix-Split
172,0.333333,84,0,0,Radix-Split,Radix-Split
62,0.777778,2,0,0,Radix-Split,Radix-Split
4496,0.777778,3696,0,0,Radix-Split,Modified-Radix-4
34,1,30,0,0,Radix-Split,Radix-Split
200,0.1676142907,56,0,0,Radix-Split,Radix-Split
1091,0.333333,957,0,0,Radix-Split,Modified-Radix-4
2690,0,1406,0,0,Radix-Split,Modified-Radix-4
174,0.333333,82,0,0,Radix-Split,Modified-Radix-4
33,0.333333,31,0,0,Radix-Split,Radix-Split
2982,0.444444,1114,0,0,Radix-Split,Modified-Radix-4
334,0.222222,178,0,0,Radix-Split,Modified-Radix-4
788,0.444444,236,0,0,Radix-Split,Modified-Radix-4
1459,0.5685069022,589,0,0,Radix-Split,Modified-Radix-4
3141,0.9945229302,955,0,0,Radix-Split,Modified-Radix-4
478,0,34,0,0,Radix-Split,Modified-Radix-4
174,1,82,0,0,Radix-Split,Radix-Split
691,0.111111,333,0,0,Radix-Split,Modified-Radix-4
42,0.444444,22,0,0,Radix-Split,Radix-Split
383,0.4503819252,129,0,0,Radix-Split,Modified-Radix-4
162,0,94,0,0,Radix-Split,Radix-Split
3591,0.5046233094,505,0,0,Radix-Split,Modified-Radix-4
2,0.222222,0,1,0,Radix-Split,Radix-2
1459,0.9054964631,589,0,0,Radix-Split,Modified-Radix-4
1263,0.666667,785,0,0,Radix-Split,Modified-Radix-4
611,0.8445774307,413,0,0,Radix-Split,Modified-Radix-4
2777,0.555556,1319,0,0,Radix-Split,Modified-Radix-4
1472,0,576,0,0,Radix-Split,Modified-Radix-4
171,0.2953726915,85,0,0,Radix-Split,Radix-Split
2520,1,1576,0,0,Radix-Split,Modified-Radix-4
608,0.888889,416,0,0,Radix-Split,Modified-Radix-4
4748,0.198048552,3444,0,0,Radix-Split,Modified-Radix-4
3553,0.6544587031,543,0,0,Radix-Split,Modified-Radix-4
3936,0,160,0,0,Radix-Split,Radix-Split
2,0.444444,0,1,0,Radix-Split,Radix-2
2566,1,1530,0,0,Radix-Split,Modified-Radix-4
2,0.777778,0,1,0,Radix-Split,Radix-2
568,0,456,0,0,Radix-Split,Radix-Split
64,0.111111,0,1,1,Radix-Split,Radix-Split
568,0,456,0,0,Radix-Split,Modified-Radix-4
341,0.111111,171,0,0,Radix-Split,Modified-Radix-4
4191,0.888889,4001,0,0,Radix-Split,Modified-Radix-4
1677,0.444444,371,0,0,Radix-Split,Modified-Radix-4
50,0,14,0,0,Radix-Split,Radix-Split
4131,0.777778,4061,0,0,Radix-Split,Modified-Radix-4
788,1,236,0,0,Radix-Split,Modified-Radix-4
2437,0.555556,1659,0,0,Radix-Split,Modified-Radix-4
3390,0.08766234725,706,0,0,Radix-Split,Modified-Radix-4
51,0.444444,13,0,0,Radix-Split,Radix-Split
62,0.222222,2,0,0,Radix-Split,Radix-Split
783,0.777778,241,0,0,Radix-Split,Radix-Split
568,0,456,0,0,Radix-Split,Radix-Split
783,0.777778,241,0,0,Radix-Split,Modified-Radix-4
4496,0.333333,3696,0,0,Radix-Split,Modified-Radix-4
2,0.444444,0,1,0,Radix-Split,Radix-2
200,0.2476113477,56,0,0,Radix-Split,Radix-Split
162,1,94,0,0,Radix-Split,Radix-Split
792,0.9304925075,232,0,0,Radix-Split,Radix-Split
42,0.2872994173,22,0,0,Radix-Split,Radix-Split
692,0.444444,332,0,0,Radix-Split,Modified-Radix-4
102,0.666667,26,0,0,Radix-Split,Modified-Radix-4
850,0.222222,174,0,0,Radix-Split,Modified-Radix-4
174,0.333333,82,0,0,Radix-Split,Radix-Split
1472,0.333333,576,0,0,Radix-Split,Modified-Radix-4
149,0,107,0,0,Radix-Split,Modified-Radix-4
62,0.666667,2,0,0,Radix-Split,Radix-Split
1160,0.444444,888,0,0,Radix-Split,Modified-Radix-4
200,0.222222,56,0,0,Radix-Split,Radix-Split
62,0.8216250265,2,0,0,Radix-Split,Radix-Split
797,0.666667,227,0,0,Radix-Split,Modified-Radix-4
3947,0,149,0,0,Radix-Split,Modified-Radix-4
1374,0.222222,674,0,0,Radix-Split,Modified-Radix-4
797,0.100934232,227,0,0,Radix-Split,Modified-Radix-4
783,0.2281342306,241,0,0,Radix-Split,Radix-Split
783,0.2347825958,241,0,0,Radix-Split,Modified-Radix-4
14,0.359923796,2,0,0,Radix-Split,Radix-Split
4496,0.666667,3696,0,0,Radix-Split,Modified-Radix-4
192,0.4362002847,64,0,0,Radix-Split,Modified-Radix-4
14,0,2,0,0,Radix-Split,Radix-Split
568,0,456,0,0,Radix-Split,Modified-Radix-4
3269,1,827,0,0,Radix-Split,Modified-Radix-4
50,0.4012188764,14,0,0,Radix-Split,Radix-Split
3266,0,830,0,0,Radix-Split,Modified-Radix-4
430,0.222222,82,0,0,Radix-Split,Modified-Radix-4
109,0.3015478294,19,0,0,Radix-Split,Modified-Radix-4
1476,0.1398150556,572,0,0,Radix-Split,Modified-Radix-4
799,0,225,0,0,Radix-Split,Modified-Radix-4
522,0.444444,502,0,0,Radix-Split,Modified-Radix-4
328,0.555556,184,0,0,Radix-Split,Modified-Radix-4
14,0.888889,2,0,0,Radix-Split,Radix-Split
3553,0.3654797639,543,0,0,Radix-Split,Modified-Radix-4
1493,0.777778,555,0,0,Radix-Split,Modified-Radix-4
172,0.444444,84,0,0,Radix-Split,Radix-Split
613,0.111111,411,0,0,Radix-Split,Modified-Radix-4
4496,0.666667,3696,0,0,Radix-Split,Modified-Radix-4
43,0.444444,21,0,0,Radix-Split,Radix-Split
1459,1,589,0,0,Radix-Split,Modified-Radix-4
398,1,114,0,0,Radix-Split,Modified-Radix-4
4462,0.888889,3730,0,0,Radix-Split,Modified-Radix-4
1476,0,572,0,0,Radix-Split,Modified-Radix-4
1459,0.7528136451,589,0,0,Radix-Split,Modified-Radix-4
1493,0.111111,555,0,0,Radix-Split,Modified-Radix-4
2214,0.222222,1882,0,0,Radix-Split,Modified-Radix-4
3266,0.666667,830,0,0,Radix-Split,Modified-Radix-4
48,0.444444,16,0,0,Radix-Split,Radix-Split
4936,0.666667,3256,0,0,Radix-Split,Modified-Radix-4
3098,0.777778,998,0,0,Radix-Split,Modified-Radix-4
772,1,252,0,0,Radix-Split,Modified-Radix-4
2777,0.555556,1319,0,0,Radix-Split,Modified-Radix-4
180,0,76,0,0,Radix-Split,Modified-Radix-4
2005,0.222222,43,0,0,Radix-Split,Modified-Radix-4
2394,1,1702,0,0,Radix-Split,Modified-Radix-4
4313,0.5079675385,3879,0,0,Radix-Split,Modified-Radix-4
792,1,232,0,0,Radix-Split,Modified-Radix-4
586,0.777778,438,0,0,Radix-Split,Modified-Radix-4
4111,0.888889,4081,0,0,Radix-Split,Modified-Radix-4
48,0.666667,16,0,0,Radix-Split,Radix-Split
62,0.888889,2,0,0,Radix-Split,Radix-Split
2566,1,1530,0,0,Radix-Split,Modified-Radix-4
2691,0,1405,0,0,Radix-Split,Modified-Radix-4
2,0.222222,0,1,0,Radix-Split,Radix-2
3166,0,930,0,0,Radix-Split,Modified-Radix-4
3947,0,149,0,0,Radix-Split,Modified-Radix-4
2,0.9737060734,0,1,0,Radix-Split,Radix-2
222,0.666667,34,0,0,Radix-Split,Radix-Split
3936,0,160,0,0,Radix-Split,Modified-Radix-4
4496,0.111111,3696,0,0,Radix-Split,Modified-Radix-4
783,0.111111,241,0,0,Radix-Split,Modified-Radix-4
797,0.666667,227,0,0,Radix-Split,Modified-Radix-4
2393,0.444444,1703,0,0,Radix-Split,Modified-Radix-4
2566,0.111111,1530,0,0,Radix-Split,Modified-Radix-4
3165,0.222222,931,0,0,Radix-Split,Modified-Radix-4
568,0.666667,456,0,0,Radix-Split,Modified-Radix-4
3661,0.2736386559,435,0,0,Radix-Split,Modified-Radix-4
1090,0.777778,958,0,0,Radix-Split,Modified-Radix-4
794,0.333333,230,0,0,Radix-Split,Modified-Radix-4
169,0.78280621,87,0,0,Radix-Split,Radix-Split
783,0.222222,241,0,0,Radix-Split,Modified-Radix-4
1677,0.111111,371,0,0,Radix-Split,Modified-Radix-4
2908,0.1210179293,1188,0,0,Radix-Split,Modified-Radix-4
938,0.666667,86,0,0,Radix-Split,Radix-Split
3269,1,827,0,0,Radix-Split,Modified-Radix-4
2,0.222222,0,1,0,Radix-Split,Radix-2
43,0.4765610262,21,0,0,Radix-Split,Radix-Split
192,0.111111,64,0,0,Radix-Split,Radix-Split
42,0.444444,22,0,0,Radix-Split,Radix-Split
229,0.222222,27,0,0,Radix-Split,Radix-Split
1472,1,576,0,0,Radix-Split,Modified-Radix-4
3268,1,828,0,0,Radix-Split,Modified-Radix-4
375,0.444444,137,0,0,Radix-Split,Modified-Radix-4
2463,1,1633,0,0,Radix-Split,Modified-Radix-4
797,0.444444,227,0,0,Radix-Split,Radix-Split
51,0.444444,13,0,0,Radix-Split,Radix-Split
51,0.3690181114,13,0,0,Radix-Split,Radix-Split
3948,0.111111,148,0,0,Radix-Split,Modified-Radix-4
4191,0,4001,0,0,Radix-Split,Modified-Radix-4
692,0.5024728345,332,0,0,Radix-Split,Modified-Radix-4
2243,1,1853,0,0,Radix-Split,Modified-Radix-4
2005,0.222222,43,0,0,Radix-Split,Modified-Radix-4
3661,0.222222,435,0,0,Radix-Split,Modified-Radix-4
2690,1,1406,0,0,Radix-Split,Modified-Radix-4
2678,0.555556,1418,0,0,Radix-Split,Modified-Radix-4
691,0.111111,333,0,0,Radix-Split,Modified-Radix-4
2,0.555556,0,1,0,Radix-Split,Radix-2
2777,0.555556,1319,0,0,Radix-Split,Modified-Radix-4
3269,1,827,0,0,Radix-Split,Modified-Radix-4
200,0.222222,56,0,0,Radix-Split,Radix-Split
14,0,2,0,0,Radix-Split,Radix-Split
306,0.444444,206,0,0,Radix-Split,Modified-Radix-4
2566,0.9789948814,1530,0,0,Radix-Split,Modified-Radix-4
772,0.777778,252,0,0,Radix-Split,Modified-Radix-4
241,0.5308728675,15,0,0,Radix-Split,Radix-Split
444,0.777778,68,0,0,Radix-Split,Modified-Radix-4
787,0,237,0,0,Radix-Split,Modified-Radix-4
3636,0.222222,460,0,0,Radix-Split,Modified-Radix-4
62,0.7400830545,2,0,0,Radix-Split,Radix-Split
3936,0,160,0,0,Radix-Split,Modified-Radix-4
952,0.9936898486,72,0,0,Radix-Split,Modified-Radix-4
14,0.8598240444,2,0,0,Radix-Split,Radix-Split
2,0,0,1,0,Radix-Split,Radix-2
14,0.8806875165,2,0,0,Radix-Split,Radix-Split
3269,0,827,0,0,Radix-Split,Modified-Radix-4
43,0.444444,21,0,0,Radix-Split,Radix-Split
2434,1,1662,0,0,Radix-Split,Modified-Radix-4
2,0.3157924134,0,1,0,Radix-Split,Radix-2
3661,0.333333,435,0,0,Radix-Split,Modified-Radix-4
1472,1,576,0,0,Radix-Split,Modified-Radix-4
172,0.222222,84,0,0,Radix-Split,Modified-Radix-4
3936,0,160,0,0,Radix-Split,Modified-Radix-4
200,0.2045668839,56,0,0,Radix-Split,Radix-Split
692,0,332,0,0,Radix-Split,Modified-Radix-4
568,0.9938019298,456,0,0,Radix-Split,Radix-Split
430,0,82,0,0,Radix-Split,Modified-Radix-4
1476,0.777778,572,0,0,Radix-Split,Modified-Radix-4
62,0.888889,2,0,0,Radix-Split,Modified-Radix-4
4011,0.222222,85,0,0,Radix-Split,Modified-Radix-4
33,0.888889,31,0,0,Radix-Split,Radix-Split
3553,0.444444,543,0,0,Radix-Split,Modified-Radix-4
430,0.9768951772,82,0,0,Radix-Split,Modified-Radix-4
2566,0.1806745071,1530,0,0,Radix-Split,Modified-Radix-4
464,0.444444,48,0,0,Radix-Split,Modified-Radix-4
2551,0.222222,1545,0,0,Radix-Split,Modified-Radix-4
3948,0.333333,148,0,0,Radix-Split,Modified-Radix-4
4191,0.666667,4001,0,0,Radix-Split,Modified-Radix-4
169,1,87,0,0,Radix-Split,Radix-Split
2166,0.111111,1930,0,0,Radix-Split,Modified-Radix-4
114,0.222222,14,0,0,Radix-Split,Modified-Radix-4
14,0.222222,2,0,0,Radix-Split,Radix-Split
3268,1,828,0,0,Radix-Split,Modified-Radix-4
1478,0.222222,570,0,0,Radix-Split,Modified-Radix-4
3766,0.333333,330,0,0,Radix-Split,Modified-Radix-4
33,0.666667,31,0,0,Radix-Split,Radix-Split
772,0.777778,252,0,0,Radix-Split,Modified-Radix-4
3269,1,827,0,0,Radix-Split,Modified-Radix-4
2777,0.555556,1319,0,0,Radix-Split,Modified-Radix-4
1472,1,576,0,0,Radix-Split,Modified-Radix-4
996,0.111111,28,0,0,Radix-Split,Radix-Split
3947,0.444444,149,0,0,Radix-Split,Modified-Radix-4
848,0,176,0,0,Radix-Split,Radix-Split
772,0.222222,252,0,0,Radix-Split,Modified-Radix-4
171,0.1676604445,85,0,0,Radix-Split,Radix-Split
166,0.222222,90,0,0,Radix-Split,Radix-Split
3268,1,828,0,0,Radix-Split,Modified-Radix-4
2777,0.777778,1319,0,0,Radix-Split,Modified-Radix-4
3345,0.3416994804,751,0,0,Radix-Split,Modified-Radix-4
2850,0.444444,1246,0,0,Radix-Split,Modified-Radix-4
381,0.333333,131,0,0,Radix-Split,Modified-Radix-4
62,1,2,0,0,Radix-Split,Radix-Split
3936,0.555556,160,0,0,Radix-Split,Modified-Radix-4
62,0.666667,2,0,0,Radix-Split,Radix-Split
3,0.1819041872,1,0,0,Radix-Split,Radix-Split
1087,0.9318077602,961,0,0,Radix-Split,Modified-Radix-4
444,0.666667,68,0,0,Radix-Split,Modified-Radix-4
691,0.111111,333,0,0,Radix-Split,Radix-Split
2495,0.6028782593,1601,0,0,Radix-Split,Modified-Radix-4
568,0,456,0,0,Radix-Split,Modified-Radix-4
3661,0.777778,435,0,0,Radix-Split,Modified-Radix-4
1457,0.222222,591,0,0,Radix-Split,Modified-Radix-4
568,0.111111,456,0,0,Radix-Split,Modified-Radix-4
62,0.888889,2,0,0,Radix-Split,Radix-Split
1493,0.777778,555,0,0,Radix-Split,Modified-Radix-4
42,0.444444,22,0,0,Radix-Split,Radix-Split
62,0.444444,2,0,0,Radix-Split,Radix-Split
2,0.222222,0,1,0,Radix-Split,Radix-2
2566,0.444444,1530,0,0,Radix-Split,Modified-Radix-4
1472,0,576,0,0,Radix-Split,Modified-Radix-4
2845,0.222222,1251,0,0,Radix-Split,Modified-Radix-4
862,0.555556,162,0,0,Radix-Split,Modified-Radix-4
819,0.222222,205,0,0,Radix-Split,Radix-Split
4496,0.111111,3696,0,0,Radix-Split,Modified-Radix-4
4191,0.222222,4001,0,0,Radix-Split,Modified-Radix-4
1456,0.222222,592,0,0,Radix-Split,Modified-Radix-4
166,0.555556,90,0,0,Radix-Split,Radix-Split
14,0.8090649426,2,0,0,Radix-Split,Radix-Split
2737,0,1359,0,0,Radix-Split,Modified-Radix-4
172,0,84,0,0,Radix-Split,Radix-Split
1677,0.444444,371,0,0,Radix-Split,Modified-Radix-4
891,0.6895089198,133,0,0,Radix-Split,Modified-Radix-4
3948,0.222222,148,0,0,Radix-Split,Modified-Radix-4
614,0,410,0,0,Radix-Split,Radix-Split
62,0.333333,2,0,0,Radix-Split,Radix-Split
2566,0.888889,1530,0,0,Radix-Split,Modified-Radix-4
2690,1,1406,0,0,Radix-Split,Modified-Radix-4
787,0,237,0,0,Radix-Split,Radix-Split
34,0.333333,30,0,0,Radix-Split,Radix-Split
1423,0.1184720641,625,0,0,Radix-Split,Modified-Radix-4
43,0.4387084392,21,0,0,Radix-Split,Radix-Split
2690,1,1406,0,0,Radix-Split,Modified-Radix-4
2,0.2909144891,0,1,0,Radix-Split,Radix-2
14,0.7871596912,2,0,0,Radix-Split,Radix-Split
430,0.5692027405,82,0,0,Radix-Split,Modified-Radix-4
836,0,188,0,0,Radix-Split,Modified-Radix-4
