Polynomial_Size,Sparsity,Dist_To_Next_Pow2,Is_Power_2,Is_Power_4,Best_Algorithm
2,1.0,0,1,0,Radix-2
3448,1.0,648,0,0,Radix-2
2,0.666667,0,1,0,Radix-2
283,1.0,229,0,0,Radix-2
174,0.666667,82,0,0,Radix-2
174,0.666667,82,0,0,Radix-2
1276,0.777778,772,0,0,Radix-2
2,0.444444,0,1,0,Radix-2
2,0.444444,0,1,0,Radix-2
2,0.111111,0,1,0,Radix-2
3936,0.444444,160,0,0,Radix-2
2,1.0,0,1,0,Radix-2
771,0.888889,253,0,0,Radix-2
681,0.555556,343,0,0,Radix-2
799,0.555556,225,0,0,Radix-2
131,0.08515751944770675,125,0,0,Radix-2
3768,0.222222,328,0,0,Radix-2
131,0.06045859990420316,125,0,0,Radix-2
3768,0.222222,328,0,0,Radix-2
870,0.806739999702937,154,0,0,Radix-2
3261,0.6483157778596397,835,0,0,Radix-2
2,0.111111,0,1,0,Radix-2
2,0.888889,0,1,0,Radix-2
2,0.19282315574245018,0,1,0,Radix-2
3946,0.777778,150,0,0,Radix-2
2,1.0,0,1,0,Radix-2
2,0.666667,0,1,0,Radix-2
2,1.0,0,1,0,Radix-2
2,0.2866011999675142,0,1,0,Radix-2
2,0.6212879052842034,0,1,0,Radix-2
1522,0.666667,526,0,0,Radix-2
2,0.6165813316278566,0,1,0,Radix-2
2,0.333333,0,1,0,Radix-2
171,0.555556,85,0,0,Radix-2
3622,0.444444,474,0,0,Radix-2
2,0.777778,0,1,0,Radix-2
131,0.0,125,0,0,Radix-2
1937,0.555556,111,0,0,Radix-2
2,0.12885437276431322,0,1,0,Radix-2
3946,0.333333,150,0,0,Radix-2
2,1.0,0,1,0,Radix-2
2009,0.7600981239857957,39,0,0,Radix-2
3768,0.222222,328,0,0,Radix-2
792,0.5952750833770785,232,0,0,Radix-2
3868,0.666667,228,0,0,Radix-2
2,0.555556,0,1,0,Radix-2
2,0.333333,0,1,0,Radix-2
2,0.0,0,1,0,Radix-2
787,0.8304046118238798,237,0,0,Radix-2
792,0.555556,232,0,0,Radix-2
2,0.555556,0,1,0,Radix-2
2,1.0,0,1,0,Radix-2
131,0.0,125,0,0,Radix-2
131,0.0,125,0,0,Radix-2
2,0.728476585924041,0,1,0,Radix-2
3768,0.222222,328,0,0,Radix-2
2,0.555556,0,1,0,Radix-2
771,0.666667,253,0,0,Radix-2
1521,0.555556,527,0,0,Radix-2
2,0.555556,0,1,0,Radix-2
3661,0.444444,435,0,0,Radix-2
196,0.444444,60,0,0,Radix-2
2,0.555556,0,1,0,Radix-2
792,0.555556,232,0,0,Radix-2
792,0.6200590650830383,232,0,0,Radix-2
2,0.0,0,1,0,Radix-2
13,1.0,3,0,0,Radix-2
2,0.111111,0,1,0,Radix-2
1521,0.5840964335534427,527,0,0,Radix-2
2,0.111111,0,1,0,Radix-2
799,0.6455550545933793,225,0,0,Radix-2
2,0.222222,0,1,0,Radix-2
2,0.444444,0,1,0,Radix-2
2,0.065471472736688,0,1,0,Radix-2
3936,0.444444,160,0,0,Radix-2
3663,0.222222,433,0,0,Radix-2
781,0.888889,243,0,0,Radix-2
153,0.666667,103,0,0,Radix-2
2,0.777778,0,1,0,Radix-2
781,0.34084472036879987,243,0,0,Radix-2
799,0.6420981030546822,225,0,0,Radix-2
156,0.0,100,0,0,Radix-2
2,0.222222,0,1,0,Radix-2
2,0.1669821679194522,0,1,0,Radix-2
2,0.555556,0,1,0,Radix-2
52,0.222222,12,0,0,Radix-2
2,0.777778,0,1,0,Radix-2
1522,0.666667,526,0,0,Radix-2
870,0.777778,154,0,0,Radix-2
2,0.222222,0,1,0,Radix-2
452,0.444444,60,0,0,Radix-2
2,0.09823639649324165,0,1,0,Radix-2
13,0.8074341662624148,3,0,0,Radix-2
2,0.888889,0,1,0,Radix-2
1511,0.0,537,0,0,Radix-2
2,0.9808828653575061,0,1,0,Radix-2
2,0.555556,0,1,0,Radix-2
4171,0.3776260669480453,4021,0,0,Radix-2
2,0.888889,0,1,0,Radix-2
2,0.111111,0,1,0,Radix-2
2,1.0,0,1,0,Radix-2
3,0.0,1,0,0,Radix-2
2,0.555556,0,1,0,Radix-2
3663,0.0,433,0,0,Radix-2
1459,0.24724378675724745,589,0,0,Radix-2
455,0.555556,57,0,0,Radix-2
2,0.7966586664001292,0,1,0,Radix-2
3261,0.888889,835,0,0,Radix-2
174,0.666667,82,0,0,Radix-2
2,0.24905065416513725,0,1,0,Radix-2
2,0.333333,0,1,0,Radix-2
2,0.8435772424200181,0,1,0,Radix-2
2775,0.8709195342882073,1321,0,0,Radix-2
361,0.777778,151,0,0,Radix-2
2,0.555556,0,1,0,Radix-2
1537,0.111111,511,0,0,Radix-2
3768,0.9973283916770286,328,0,0,Radix-2
1459,0.666667,589,0,0,Radix-2
1273,0.777778,775,0,0,Radix-2
1653,0.0,395,0,0,Radix-2
2047,0.777778,1,0,0,Radix-2
2,0.222222,0,1,0,Radix-2
412,0.233955399496586,100,0,0,Radix-2
3768,0.666667,328,0,0,Radix-2
2,0.0,0,1,0,Radix-2
886,0.5350039476095996,138,0,0,Radix-2
131,0.524196293707079,125,0,0,Radix-2
131,0.03829330526480337,125,0,0,Radix-2
2,0.27729924899954045,0,1,0,Radix-2
3663,0.222222,433,0,0,Radix-2
3768,0.111111,328,0,0,Radix-2
1459,0.49098797251756277,589,0,0,Radix-2
3768,0.222222,328,0,0,Radix-2
2,0.6308792572522167,0,1,0,Radix-2
2,0.666667,0,1,0,Radix-2
2,0.444444,0,1,0,Radix-2
3,0.0,1,0,0,Radix-2
2,0.555556,0,1,0,Radix-2
2,0.555556,0,1,0,Radix-2
70,0.888889,58,0,0,Radix-2
3768,0.111111,328,0,0,Radix-2
870,0.666667,154,0,0,Radix-2
13,1.0,3,0,0,Radix-2
2,0.444444,0,1,0,Radix-2
2,1.0,0,1,0,Radix-2
2009,0.222222,39,0,0,Radix-2
771,0.666667,253,0,0,Radix-2
2,0.41942741817992235,0,1,0,Radix-2
2,1.0,0,1,0,Radix-2
792,0.555556,232,0,0,Radix-2
2,0.46405161038820353,0,1,0,Radix-2
2,0.333333,0,1,0,Radix-2
2,0.555556,0,1,0,Radix-2
2,0.666667,0,1,0,Radix-2
174,0.9285341148660247,82,0,0,Radix-2
155,0.777778,101,0,0,Radix-2
3545,0.4574007992608191,551,0,0,Radix-2
1468,0.666667,580,0,0,Radix-2
1522,0.666667,526,0,0,Radix-2
2,0.555556,0,1,0,Radix-2
468,1.0,44,0,0,Radix-2
2,0.5040277598253224,0,1,0,Radix-2
792,0.555556,232,0,0,Radix-2
2,0.111111,0,1,0,Radix-2
787,1.0,237,0,0,Radix-2
1522,0.0,526,0,0,Radix-2
862,0.222222,162,0,0,Radix-2
2,0.555556,0,1,0,Radix-2
799,0.4836342105390955,225,0,0,Radix-2
3936,0.444444,160,0,0,Radix-2
375,0.07559491157695183,137,0,0,Radix-2
3768,0.222222,328,0,0,Radix-2
2,1.0,0,1,0,Radix-2
1522,0.111111,526,0,0,Radix-2
1542,0.222222,506,0,0,Radix-2
2,0.666667,0,1,0,Radix-2
1468,0.42778059668125157,580,0,0,Radix-2
2,0.6023043813266395,0,1,0,Radix-2
771,0.888889,253,0,0,Radix-2
2,0.111111,0,1,0,Radix-2
771,0.555556,253,0,0,Radix-2
1468,0.9464994007589007,580,0,0,Radix-2
3946,0.649265563569786,150,0,0,Radix-2
2,0.555556,0,1,0,Radix-2
3768,0.222222,328,0,0,Radix-2
1149,0.555556,899,0,0,Radix-2
171,1.0,85,0,0,Radix-2
870,0.888889,154,0,0,Radix-2
2,0.666667,0,1,0,Radix-2
2,0.444444,0,1,0,Radix-2
870,0.333333,154,0,0,Radix-2
13,1.0,3,0,0,Radix-2
2898,0.888889,1198,0,0,Radix-2
2,0.111111,0,1,0,Radix-2
2,0.777778,0,1,0,Radix-2
3936,0.444444,160,0,0,Radix-2
2,0.222222,0,1,0,Radix-2
2,0.222222,0,1,0,Radix-2
870,0.10391089531412719,154,0,0,Radix-2
2,0.666667,0,1,0,Radix-2
1521,0.666667,527,0,0,Radix-2
3,0.777778,1,0,0,Radix-2
2,0.555556,0,1,0,Radix-2
799,0.6045368155172115,225,0,0,Radix-2
235,0.5373988519033535,21,0,0,Radix-2
225,0.777778,31,0,0,Radix-2
1522,0.7283758049588239,526,0,0,Radix-2
2,0.555556,0,1,0,Radix-2
2,1.0,0,1,0,Radix-2
3261,0.777778,835,0,0,Radix-2
2,0.777778,0,1,0,Radix-2
2,0.09952071773903078,0,1,0,Radix-2
3828,0.18849346030204112,268,0,0,Radix-2
2,0.111111,0,1,0,Radix-2
1459,0.04395058345994457,589,0,0,Radix-2
2,0.222222,0,1,0,Radix-2
174,0.666667,82,0,0,Radix-2
2,0.333333,0,1,0,Radix-2
3946,0.6887308631101411,150,0,0,Radix-2
174,0.333333,82,0,0,Radix-2
4061,0.222222,35,0,0,Radix-2
2,0.555556,0,1,0,Radix-2
2,0.555556,0,1,0,Radix-2
2,0.555556,0,1,0,Radix-2
3629,0.888889,467,0,0,Radix-2
787,0.888889,237,0,0,Radix-2
3936,0.888889,160,0,0,Radix-2
2,0.666667,0,1,0,Radix-2
2,0.0,0,1,0,Radix-2
153,0.333333,103,0,0,Radix-2
3946,0.666667,150,0,0,Radix-2
2,0.2433163004542404,0,1,0,Radix-2
131,0.0,125,0,0,Radix-2
1468,0.666667,580,0,0,Radix-2
781,0.2730865396576908,243,0,0,Radix-2
2,0.4448239375071372,0,1,0,Radix-2
2,0.444444,0,1,0,Radix-2
771,0.570944352186987,253,0,0,Radix-2
3289,0.666667,807,0,0,Radix-2
1036,0.666667,1012,0,0,Radix-2
2,0.111111,0,1,0,Radix-2
356,0.0,156,0,0,Radix-2
3946,0.111111,150,0,0,Radix-2
3768,0.555556,328,0,0,Radix-2
1522,0.1416700326551958,526,0,0,Radix-2
2,1.0,0,1,0,Radix-2
2,0.0,0,1,0,Radix-2
2,0.333333,0,1,0,Radix-2
2,0.0,0,1,0,Radix-2
1724,0.666667,324,0,0,Radix-2
3422,0.777778,674,0,0,Radix-2
3,0.111111,1,0,0,Radix-2
870,0.777778,154,0,0,Radix-2
2,0.0,0,1,0,Radix-2
174,0.7075121333825936,82,0,0,Radix-2
1522,0.111111,526,0,0,Radix-2
781,0.333333,243,0,0,Radix-2
2,0.222222,0,1,0,Radix-2
3946,0.666667,150,0,0,Radix-2
2,0.888889,0,1,0,Radix-2
2,0.333333,0,1,0,Radix-2
787,1.0,237,0,0,Radix-2
1522,0.111111,526,0,0,Radix-2
2009,0.666667,39,0,0,Radix-2
270,0.444444,242,0,0,Radix-2
171,0.111111,85,0,0,Radix-2
78,0.09039062451754794,50,0,0,Radix-2
2,0.777778,0,1,0,Radix-2
2,1.0,0,1,0,Radix-2
2,0.666667,0,1,0,Radix-2
2,0.37978699648041225,0,1,0,Radix-2
2,0.333333,0,1,0,Radix-2
2,0.4090325454294095,0,1,0,Radix-2
792,0.555556,232,0,0,Radix-2
2,0.11793972881368671,0,1,0,Radix-2
2,0.222222,0,1,0,Radix-2
2,0.853672336654321,0,1,0,Radix-2
3936,0.0,160,0,0,Radix-2
1975,1.0,73,0,0,Radix-2
3663,0.222222,433,0,0,Radix-2
1215,0.666667,833,0,0,Radix-2
2,1.0,0,1,0,Radix-2
2,0.444444,0,1,0,Radix-2
1362,0.666667,686,0,0,Radix-2
1013,0.111111,11,0,0,Radix-2
2,0.888889,0,1,0,Radix-2
417,0.19934088797322697,95,0,0,Radix-2
2,0.0,0,1,0,Radix-2
2,0.555556,0,1,0,Radix-2
207,0.444444,49,0,0,Radix-2
1235,0.666667,813,0,0,Radix-2
3261,0.8042744022443765,835,0,0,Radix-2
334,0.888889,178,0,0,Radix-2
460,0.7228144486728558,52,0,0,Radix-2
13,1.0,3,0,0,Radix-2
2,1.0,0,1,0,Radix-2
2,0.5094548193012262,0,1,0,Radix-2
443,0.555556,69,0,0,Radix-2
2,0.111111,0,1,0,Radix-2
3661,0.444444,435,0,0,Radix-2
2,0.222222,0,1,0,Radix-2
2,0.22098406943928345,0,1,0,Radix-2
245,1.0,11,0,0,Radix-2
298,0.666667,214,0,0,Radix-2
703,0.333333,321,0,0,Radix-2
2,0.03125647359330602,0,1,0,Radix-2
1521,1.0,527,0,0,Radix-2
2,0.111111,0,1,0,Radix-2
2,0.6976068844932044,0,1,0,Radix-2
3583,0.222222,513,0,0,Radix-2
2,0.444444,0,1,0,Radix-2
2,0.666667,0,1,0,Radix-2
2,0.777778,0,1,0,Radix-2
2,0.222222,0,1,0,Radix-2
13,1.0,3,0,0,Radix-2
2,0.777778,0,1,0,Radix-2
306,0.777778,206,0,0,Radix-2
771,0.666667,253,0,0,Radix-2
474,0.111111,38,0,0,Radix-2
435,0.222222,77,0,0,Radix-2
1521,0.111111,527,0,0,Radix-2
2,0.666667,0,1,0,Radix-2
2,0.333333,0,1,0,Radix-2
1459,0.07056461890763366,589,0,0,Radix-2
2,0.0,0,1,0,Radix-2
56,0.333333,8,0,0,Radix-2
2,0.666667,0,1,0,Radix-2
367,0.376067507004875,145,0,0,Radix-2
2,0.0,0,1,0,Radix-2
3663,0.4367428405811934,433,0,0,Radix-2
2,0.888889,0,1,0,Radix-2
2,0.444444,0,1,0,Radix-2
174,0.444444,82,0,0,Radix-2
3661,0.444444,435,0,0,Radix-2
378,0.0,134,0,0,Radix-2
173,0.7489881989102367,83,0,0,Radix-2
3,0.0,1,0,0,Radix-2
2,0.9009563823447126,0,1,0,Radix-2
2,0.666667,0,1,0,Radix-2
1000,0.021615111988347938,24,0,0,Radix-2
431,0.6412254801351969,81,0,0,Radix-2
417,0.222222,95,0,0,Radix-2
870,0.7160988287418565,154,0,0,Radix-2
486,1.0,26,0,0,Radix-2
2,0.5369336816035835,0,1,0,Radix-2
2,0.888889,0,1,0,Radix-2
2,0.9287441716225855,0,1,0,Radix-2
2,0.666667,0,1,0,Radix-2
2,0.777778,0,1,0,Radix-2
338,0.888889,174,0,0,Radix-2
2,0.7464395354408484,0,1,0,Radix-2
2,0.444444,0,1,0,Radix-2
131,0.888889,125,0,0,Radix-2
472,0.555556,40,0,0,Radix-2
1356,0.666667,692,0,0,Radix-2
135,0.6888727493341392,121,0,0,Radix-2
131,0.0,125,0,0,Radix-2
2,0.989017408472134,0,1,0,Radix-2
2,0.111111,0,1,0,Radix-2
799,0.555556,225,0,0,Radix-2
2,0.0,0,1,0,Radix-2
792,0.6153964530301735,232,0,0,Radix-2
169,0.6053742662698024,87,0,0,Radix-2
2,0.777778,0,1,0,Radix-2
787,0.8065970026240341,237,0,0,Radix-2
2,0.222222,0,1,0,Radix-2
788,0.555556,236,0,0,Radix-2
3936,0.3842110531159196,160,0,0,Radix-2
1026,0.555556,1022,0,0,Radix-2
3,0.0,1,0,0,Radix-2
2,0.333333,0,1,0,Radix-2
417,0.31905939975816155,95,0,0,Radix-2
3663,0.222222,433,0,0,Radix-2
1468,0.666667,580,0,0,Radix-2
171,0.111111,85,0,0,Radix-2
1885,0.111111,163,0,0,Radix-2
359,0.0,153,0,0,Radix-2
1521,0.0,527,0,0,Radix-2
799,0.555556,225,0,0,Radix-2
2,0.08649148926346581,0,1,0,Radix-2
1521,0.4846123920497871,527,0,0,Radix-2
2,0.02021637292951392,0,1,0,Radix-2
78,0.0,50,0,0,Radix-2
799,0.0,225,0,0,Radix-2
2,0.555556,0,1,0,Radix-2
3261,0.24099640169717315,835,0,0,Radix-2
3768,0.777778,328,0,0,Radix-2
771,0.666667,253,0,0,Radix-2
3768,0.743867250457887,328,0,0,Radix-2
2,0.111111,0,1,0,Radix-2
799,0.6894879277809531,225,0,0,Radix-2
2,0.0,0,1,0,Radix-2
86,0.333333,42,0,0,Radix-2
2,0.0,0,1,0,Radix-2
4008,0.888889,88,0,0,Radix-2
2009,0.111111,39,0,0,Radix-2
13,0.6813619598033916,3,0,0,Radix-2
2,0.14135303400086716,0,1,0,Radix-2
2,0.777778,0,1,0,Radix-2
3630,0.0,466,0,0,Radix-2
174,0.777778,82,0,0,Radix-2
2,1.0,0,1,0,Radix-2
2,0.111111,0,1,0,Radix-2
781,0.111111,243,0,0,Radix-2
16,0.5243770729166579,0,1,1,Radix-2
347,0.666667,165,0,0,Radix-2
3936,0.666667,160,0,0,Radix-2
2,0.333333,0,1,0,Radix-2
1195,0.8662722673258573,853,0,0,Radix-2
417,0.111111,95,0,0,Radix-2
1459,0.111111,589,0,0,Radix-2
2,0.666667,0,1,0,Radix-2
2392,0.6847789574159698,1704,0,0,Radix-2
1779,0.7074279867909964,269,0,0,Radix-2
2,0.555556,0,1,0,Radix-2
171,0.7340839189795118,85,0,0,Radix-2
1522,0.4914819651730802,526,0,0,Radix-2
3261,0.888889,835,0,0,Radix-2
417,0.888889,95,0,0,Radix-2
3768,0.333333,328,0,0,Radix-2
4032,0.758502159018681,64,0,0,Radix-2
1459,1.0,589,0,0,Radix-2
3661,0.666667,435,0,0,Radix-2
171,0.111111,85,0,0,Radix-2
3857,0.41640761550071115,239,0,0,Radix-2
1146,0.555556,902,0,0,Radix-2
417,0.444444,95,0,0,Radix-2
2,0.555556,0,1,0,Radix-2
174,0.777778,82,0,0,Radix-2
3,0.222222,1,0,0,Radix-2
647,0.666667,377,0,0,Radix-2
3936,0.679776620452461,160,0,0,Radix-2
343,0.3175208999212436,169,0,0,Radix-2
1832,0.666667,216,0,0,Radix-2
2,0.777778,0,1,0,Radix-2
2,0.777778,0,1,0,Radix-2
1012,1.0,12,0,0,Radix-2
617,0.555556,407,0,0,Radix-2
1522,0.06916304487483516,526,0,0,Radix-2
792,0.37745051770731963,232,0,0,Radix-2
2,0.0,0,1,0,Radix-2
102,0.555556,26,0,0,Radix-2
2,1.0,0,1,0,Radix-2
2,0.555556,0,1,0,Radix-2
3661,0.444444,435,0,0,Radix-2
2,0.666667,0,1,0,Radix-2
771,0.444444,253,0,0,Radix-2
2,0.28587207448064533,0,1,0,Radix-2
272,0.111111,240,0,0,Radix-2
2,0.111111,0,1,0,Radix-2
3768,0.222222,328,0,0,Radix-2
3946,0.666667,150,0,0,Radix-2
2,0.777778,0,1,0,Radix-2
2,0.111111,0,1,0,Radix-2
330,0.0,182,0,0,Radix-2
2,0.444444,0,1,0,Radix-2
2,0.444444,0,1,0,Radix-2
1522,0.111111,526,0,0,Radix-2
47,1.0,17,0,0,Radix-2
2,0.222222,0,1,0,Radix-2
507,0.777778,5,0,0,Radix-2
2,0.111111,0,1,0,Radix-2
174,1.0,82,0,0,Radix-2
2,0.1997950858978032,0,1,0,Radix-2
3768,0.04214356706144079,328,0,0,Radix-2
870,0.666667,154,0,0,Radix-2
2,0.41529648451734,0,1,0,Radix-2
131,0.0,125,0,0,Radix-2
441,0.666667,71,0,0,Radix-2
2,0.888889,0,1,0,Radix-2
13,0.666667,3,0,0,Radix-2
3261,0.7890676697370878,835,0,0,Radix-2
891,0.6506996387780555,133,0,0,Radix-2
2,0.111111,0,1,0,Radix-2
3768,0.7534449417700102,328,0,0,Radix-2
1468,0.7497120965710349,580,0,0,Radix-2
2009,0.777778,39,0,0,Radix-2
2,0.444444,0,1,0,Radix-2
2,1.0,0,1,0,Radix-2
1118,0.3211679667717584,930,0,0,Radix-2
131,0.0,125,0,0,Radix-2
2,0.2103357132934104,0,1,0,Radix-2
3642,0.888889,454,0,0,Radix-2
2,0.222222,0,1,0,Radix-2
3663,0.222222,433,0,0,Radix-2
2,0.111111,0,1,0,Radix-2
21,0.8158232078795811,11,0,0,Radix-2
2,0.67624376822766,0,1,0,Radix-2
3498,0.777778,598,0,0,Radix-2
3661,0.5028479738348999,435,0,0,Radix-2
273,0.555556,239,0,0,Radix-2
1459,0.111111,589,0,0,Radix-2
2,0.4174573049339436,0,1,0,Radix-2
2,0.0,0,1,0,Radix-2
3946,0.9218616121445057,150,0,0,Radix-2
2,0.111111,0,1,0,Radix-2
48,0.35926614860627143,16,0,0,Radix-2
787,0.555556,237,0,0,Radix-2
870,0.777778,154,0,0,Radix-2
3261,0.222222,835,0,0,Radix-2
2009,0.777778,39,0,0,Radix-2
1468,0.666667,580,0,0,Radix-2
171,0.888889,85,0,0,Radix-2
6,0.0,2,0,0,Radix-2
263,0.555556,249,0,0,Radix-2
13,0.0,3,0,0,Radix-2
2,0.777778,0,1,0,Radix-2
174,0.666667,82,0,0,Radix-2
2,0.888889,0,1,0,Radix-2
2342,0.777778,1754,0,0,Radix-2
2,0.15944255319713943,0,1,0,Radix-2
2,0.555556,0,1,0,Radix-2
2,0.777778,0,1,0,Radix-2
2,0.0,0,1,0,Radix-2
1522,0.111111,526,0,0,Radix-2
3,0.09608460349600842,1,0,0,Radix-2
2,0.23396003254184716,0,1,0,Radix-2
2,0.777778,0,1,0,Radix-2
2,0.5906578624888308,0,1,0,Radix-2
227,0.444444,29,0,0,Radix-2
2,0.888889,0,1,0,Radix-2
92,0.6400948843962487,36,0,0,Radix-2
2,1.0,0,1,0,Radix-2
3561,0.5028670602630531,535,0,0,Radix-2
2009,0.333333,39,0,0,Radix-2
2,0.0,0,1,0,Radix-2
870,0.666667,154,0,0,Radix-2
2,0.24884017886529602,0,1,0,Radix-2
2,0.0,0,1,0,Radix-2
2,0.555556,0,1,0,Radix-2
2,0.555556,0,1,0,Radix-2
2009,0.3288766831802476,39,0,0,Radix-2
3,0.666667,1,0,0,Radix-2
2,0.9315561318660737,0,1,0,Radix-2
2,0.138880321761559,0,1,0,Radix-2
2,0.0,0,1,0,Radix-2
2,0.888889,0,1,0,Radix-2
358,0.111111,154,0,0,Radix-2
2,0.777778,0,1,0,Radix-2
2,0.666667,0,1,0,Radix-2
2,0.111111,0,1,0,Radix-2
3936,0.888889,160,0,0,Radix-2
2,0.888889,0,1,0,Radix-2
2,0.444444,0,1,0,Radix-2
2,0.0,0,1,0,Radix-2
2,0.022361145075569563,0,1,0,Radix-2
2,0.8884615625807041,0,1,0,Radix-2
2,0.888889,0,1,0,Radix-2
2931,0.5910852612752088,1165,0,0,Radix-2
799,0.555556,225,0,0,Radix-2
2,0.555556,0,1,0,Radix-2
2,0.111111,0,1,0,Radix-2
2009,0.5865471648359695,39,0,0,Radix-2
260,0.0,252,0,0,Radix-2
1468,0.555556,580,0,0,Radix-2
2,0.333333,0,1,0,Radix-2
3555,0.7221112743094782,541,0,0,Radix-2
13,1.0,3,0,0,Radix-2
3217,0.444444,879,0,0,Radix-2
2,0.222222,0,1,0,Radix-2
2,0.111111,0,1,0,Radix-2
318,0.333333,194,0,0,Radix-2
2,0.777778,0,1,0,Radix-2
2,0.222222,0,1,0,Radix-2
2,0.444444,0,1,0,Radix-2
2,0.333333,0,1,0,Radix-2
343,0.666667,169,0,0,Radix-2
2,0.555556,0,1,0,Radix-2
97,0.888889,31,0,0,Radix-2
2,0.3018304042676626,0,1,0,Radix-2
2,0.888889,0,1,0,Radix-2
13,0.15034816906915338,3,0,0,Radix-2
3946,0.666667,150,0,0,Radix-2
294,0.555556,218,0,0,Radix-2
3743,0.2381123378276021,353,0,0,Radix-2
1029,0.666667,1019,0,0,Radix-2
2,0.0,0,1,0,Radix-2
3663,0.222222,433,0,0,Radix-2
787,0.15896931889468235,237,0,0,Radix-2
302,0.111111,210,0,0,Radix-2
131,0.555556,125,0,0,Radix-2
2,0.555556,0,1,0,Radix-2
2,0.9725651822752185,0,1,0,Radix-2
2,1.0,0,1,0,Radix-2
2,0.777778,0,1,0,Radix-2
2009,0.777778,39,0,0,Radix-2
3261,0.888889,835,0,0,Radix-2
3768,0.222222,328,0,0,Radix-2
417,0.23651296524218712,95,0,0,Radix-2
3946,0.7153171881818188,150,0,0,Radix-2
2,0.666667,0,1,0,Radix-2
2,1.0,0,1,0,Radix-2
787,0.888889,237,0,0,Radix-2
370,0.555556,142,0,0,Radix-2
870,0.7913063145296435,154,0,0,Radix-2
417,0.666667,95,0,0,Radix-2
13,1.0,3,0,0,Radix-2
25,0.0,7,0,0,Radix-2
2,0.555556,0,1,0,Radix-2
163,0.444444,93,0,0,Radix-2
1522,0.111111,526,0,0,Radix-2
2,0.5291066180031601,0,1,0,Radix-2
1468,0.666667,580,0,0,Radix-2
2,0.5301932415232382,0,1,0,Radix-2
1032,0.777778,1016,0,0,Radix-2
2,0.666667,0,1,0,Radix-2
13,1.0,3,0,0,Radix-2
1034,0.333333,1014,0,0,Radix-2
3936,0.444444,160,0,0,Radix-2
183,0.7401544821201932,73,0,0,Radix-2
3261,0.8183316445888671,835,0,0,Radix-2
3,0.111111,1,0,0,Radix-2
1521,0.555556,527,0,0,Radix-2
2,0.333333,0,1,0,Radix-2
3,0.888889,1,0,0,Radix-2
2,1.0,0,1,0,Radix-2
2,0.111111,0,1,0,Radix-2
2,1.0,0,1,0,Radix-2
2,0.333333,0,1,0,Radix-2
2,0.29850290529651763,0,1,0,Radix-2
200,0.0,56,0,0,Radix-2
13,0.444444,3,0,0,Radix-2
2,0.0,0,1,0,Radix-2
2,0.4037846687017219,0,1,0,Radix-2
3663,0.1734156086391051,433,0,0,Radix-2
444,0.0,68,0,0,Radix-2
2,1.0,0,1,0,Radix-2
2,0.666667,0,1,0,Radix-2
2,0.222222,0,1,0,Radix-2
103,0.0,25,0,0,Radix-2
417,0.23114181645329007,95,0,0,Radix-2
394,0.34992277046779885,118,0,0,Radix-2
2,0.666667,0,1,0,Radix-2
131,0.0,125,0,0,Radix-2
799,0.555556,225,0,0,Radix-2
381,0.111111,131,0,0,Radix-2
799,0.444444,225,0,0,Radix-2
488,0.555556,24,0,0,Radix-2
2,0.222222,0,1,0,Radix-2
2,0.444444,0,1,0,Radix-2
2,0.035860171443242106,0,1,0,Radix-2
799,0.0,225,0,0,Radix-2
13,1.0,3,0,0,Radix-2
13,1.0,3,0,0,Radix-2
174,0.6510434701254062,82,0,0,Radix-2
2,0.4085117276831789,0,1,0,Radix-2
2,0.111111,0,1,0,Radix-2
79,0.888889,49,0,0,Radix-2
2,0.0,0,1,0,Radix-2
2,0.555556,0,1,0,Radix-2
792,0.555556,232,0,0,Radix-2
304,0.222222,208,0,0,Radix-2
2,0.777778,0,1,0,Radix-2
1521,0.555556,527,0,0,Radix-2
2,0.111111,0,1,0,Radix-2
2,0.0,0,1,0,Radix-2
2,0.42391907311212806,0,1,0,Radix-2
2,0.222222,0,1,0,Radix-2
2,0.052060485564664194,0,1,0,Radix-2
792,0.693683366428314,232,0,0,Radix-2
13,0.555556,3,0,0,Radix-2
2,0.5273835394904718,0,1,0,Radix-2
3328,0.111111,768,0,0,Radix-2
2,0.0,0,1,0,Radix-2
1577,0.111111,471,0,0,Radix-2
302,0.777778,210,0,0,Radix-2
781,0.3177647354381439,243,0,0,Radix-2
2,0.0,0,1,0,Radix-2
787,0.888889,237,0,0,Radix-2
2,0.888889,0,1,0,Radix-2
2062,0.6973920737168919,2034,0,0,Radix-2
3936,0.111111,160,0,0,Radix-2
1167,0.111111,881,0,0,Radix-2
174,0.666667,82,0,0,Radix-2
2,0.888889,0,1,0,Radix-2
1300,0.888889,748,0,0,Radix-2
799,0.222222,225,0,0,Radix-2
13,0.666667,3,0,0,Radix-2
13,1.0,3,0,0,Radix-2
2,0.444444,0,1,0,Radix-2
2,0.444444,0,1,0,Radix-2
108,0.222222,20,0,0,Radix-2
3661,0.0723195152762259,435,0,0,Radix-2
409,0.666667,103,0,0,Radix-2
3946,0.777778,150,0,0,Radix-2
2,1.0,0,1,0,Radix-2
2,0.2615798550025197,0,1,0,Radix-2
2,0.444444,0,1,0,Radix-2
2,0.555556,0,1,0,Radix-2
958,0.888889,66,0,0,Radix-2
2,0.666667,0,1,0,Radix-2
2,0.777778,0,1,0,Radix-2
4038,0.1533813045953243,58,0,0,Radix-2
63,0.10158417806875761,1,0,0,Radix-2
